State,Season,_YearMonth,AgeCategory_Legend,Sex_Label,Race_Label,MonthlyRate,Type
COVID-NET,2024-25,202502,18-29 years,All,All,1.9,Crude Rate
COVID-NET,2024-25,202412,18-29 years,All,All,2.3,Crude Rate
COVID-NET,2024-25,202501,18-29 years,All,All,2.6,Crude Rate
COVID-NET,2024-25,202410,18-29 years,All,All,1.9,Crude Rate
COVID-NET,2024-25,202506,12-17 years,All,All,0.2,Crude Rate
COVID-NET,2024-25,202410,12-17 years,All,All,1.1,Crude Rate
COVID-NET,2024-25,202501,12-17 years,All,All,0.9,Crude Rate
COVID-NET,2024-25,202502,12-17 years,All,All,0.8,Crude Rate
COVID-NET,2024-25,202411,12-17 years,All,All,0.6,Crude Rate
COVID-NET,2024-25,202508,12-17 years,All,All,1.1,Crude Rate
COVID-NET,2024-25,202503,12-17 years,All,All,0.8,Crude Rate
COVID-NET,2024-25,202412,12-17 years,All,All,0.9,Crude Rate
COVID-NET,2024-25,202504,12-17 years,All,All,0.6,Crude Rate
COVID-NET,2024-25,202507,12-17 years,All,All,0.6,Crude Rate
COVID-NET,2024-25,202509,12-17 years,All,All,0.9,Crude Rate
COVID-NET,2024-25,202505,12-17 years,All,All,0.3,Crude Rate
COVID-NET,2024-25,202502,5-11 years,All,All,0.8,Crude Rate
COVID-NET,2024-25,202412,5-11 years,All,All,1,Crude Rate
COVID-NET,2024-25,202503,5-11 years,All,All,0.6,Crude Rate
COVID-NET,2024-25,202411,5-11 years,All,All,0.5,Crude Rate
COVID-NET,2024-25,202507,5-11 years,All,All,0.4,Crude Rate
COVID-NET,2024-25,202509,5-11 years,All,All,0.8,Crude Rate
COVID-NET,2024-25,202506,5-11 years,All,All,0.4,Crude Rate
COVID-NET,2024-25,202505,5-11 years,All,All,0.4,Crude Rate
COVID-NET,2024-25,202508,5-11 years,All,All,1.3,Crude Rate
COVID-NET,2024-25,202410,5-11 years,All,All,0.7,Crude Rate
COVID-NET,2024-25,202501,5-11 years,All,All,1.4,Crude Rate
COVID-NET,2024-25,202504,5-11 years,All,All,0.4,Crude Rate
COVID-NET,2024-25,202509,2-4 years,All,All,2,Crude Rate
COVID-NET,2024-25,202502,2-4 years,All,All,2.3,Crude Rate
COVID-NET,2024-25,202507,2-4 years,All,All,0.6,Crude Rate
COVID-NET,2024-25,202506,2-4 years,All,All,0.6,Crude Rate
COVID-NET,2024-25,202503,2-4 years,All,All,1.7,Crude Rate
COVID-NET,2024-25,202508,2-4 years,All,All,2.4,Crude Rate
COVID-NET,2024-25,202501,2-4 years,All,All,2.7,Crude Rate
COVID-NET,2024-25,202505,2-4 years,All,All,0.7,Crude Rate
COVID-NET,2024-25,202411,2-4 years,All,All,1.2,Crude Rate
COVID-NET,2024-25,202410,2-4 years,All,All,2.6,Crude Rate
COVID-NET,2024-25,202504,2-4 years,All,All,0.9,Crude Rate
COVID-NET,2024-25,202412,2-4 years,All,All,2,Crude Rate
COVID-NET,2024-25,202503,1-<2 years,All,All,5.6,Crude Rate
COVID-NET,2024-25,202509,1-<2 years,All,All,6.4,Crude Rate
COVID-NET,2024-25,202506,1-<2 years,All,All,1.9,Crude Rate
COVID-NET,2024-25,202508,1-<2 years,All,All,8.8,Crude Rate
COVID-NET,2024-25,202504,1-<2 years,All,All,4,Crude Rate
COVID-NET,2024-25,202507,1-<2 years,All,All,3.5,Crude Rate
COVID-NET,2024-25,202412,1-<2 years,All,All,5.9,Crude Rate
COVID-NET,2024-25,202502,1-<2 years,All,All,6.2,Crude Rate
COVID-NET,2024-25,202411,1-<2 years,All,All,4.3,Crude Rate
COVID-NET,2024-25,202410,1-<2 years,All,All,7.5,Crude Rate
COVID-NET,2024-25,202501,1-<2 years,All,All,11.5,Crude Rate
COVID-NET,2024-25,202505,1-<2 years,All,All,3.5,Crude Rate
COVID-NET,2024-25,202503,6mo-<12 months,All,All,7.6,Crude Rate
COVID-NET,2024-25,202410,6mo-<12 months,All,All,8.6,Crude Rate
COVID-NET,2024-25,202507,6mo-<12 months,All,All,11.3,Crude Rate
COVID-NET,2024-25,202504,6mo-<12 months,All,All,8.1,Crude Rate
COVID-NET,2024-25,202412,6mo-<12 months,All,All,11.9,Crude Rate
COVID-NET,2024-25,202508,6mo-<12 months,All,All,17.3,Crude Rate
COVID-NET,2024-25,202509,6mo-<12 months,All,All,9.7,Crude Rate
COVID-NET,2024-25,202501,6mo-<12 months,All,All,24.3,Crude Rate
COVID-NET,2024-25,202502,6mo-<12 months,All,All,8.6,Crude Rate
COVID-NET,2024-25,202411,6mo-<12 months,All,All,7.6,Crude Rate
COVID-NET,2024-25,202505,6mo-<12 months,All,All,7.6,Crude Rate
COVID-NET,2024-25,202506,6mo-<12 months,All,All,4.3,Crude Rate
COVID-NET,2024-25,202412,0-<6 months,All,All,26.4,Crude Rate
COVID-NET,2024-25,202508,0-<6 months,All,All,29.7,Crude Rate
COVID-NET,2024-25,202411,0-<6 months,All,All,17.8,Crude Rate
COVID-NET,2024-25,202502,0-<6 months,All,All,27.5,Crude Rate
COVID-NET,2024-25,202507,0-<6 months,All,All,21,Crude Rate
COVID-NET,2024-25,202506,0-<6 months,All,All,8.6,Crude Rate
COVID-NET,2024-25,202410,0-<6 months,All,All,16.7,Crude Rate
COVID-NET,2024-25,202505,0-<6 months,All,All,10.2,Crude Rate
COVID-NET,2024-25,202509,0-<6 months,All,All,23.2,Crude Rate
COVID-NET,2024-25,202501,0-<6 months,All,All,27.5,Crude Rate
COVID-NET,2024-25,202504,0-<6 months,All,All,12.9,Crude Rate
COVID-NET,2024-25,202503,0-<6 months,All,All,22.1,Crude Rate
COVID-NET,2024-25,202503,≥65 years,All,All,35.5,Crude Rate
COVID-NET,2024-25,202506,≥65 years,All,All,14.9,Crude Rate
COVID-NET,2024-25,202501,≥65 years,All,All,59.8,Crude Rate
COVID-NET,2024-25,202502,≥65 years,All,All,40.9,Crude Rate
COVID-NET,2024-25,202411,≥65 years,All,All,30.7,Crude Rate
COVID-NET,2024-25,202410,≥65 years,All,All,46.9,Crude Rate
COVID-NET,2024-25,202412,≥65 years,All,All,54.4,Crude Rate
COVID-NET,2024-25,202507,≥65 years,All,All,18.3,Crude Rate
COVID-NET,2024-25,202505,≥65 years,All,All,17.6,Crude Rate
COVID-NET,2024-25,202504,≥65 years,All,All,24.4,Crude Rate
COVID-NET,2024-25,202508,≥65 years,All,All,34.6,Crude Rate
COVID-NET,2024-25,202509,≥65 years,All,All,31.2,Crude Rate
COVID-NET,2024-25,202412,50-64 years,All,All,9.1,Crude Rate
COVID-NET,2024-25,202504,50-64 years,All,All,4.3,Crude Rate
COVID-NET,2024-25,202506,50-64 years,All,All,2.5,Crude Rate
COVID-NET,2024-25,202505,50-64 years,All,All,3,Crude Rate
COVID-NET,2024-25,202501,50-64 years,All,All,12.5,Crude Rate
COVID-NET,2024-25,202508,50-64 years,All,All,7.3,Crude Rate
COVID-NET,2024-25,202411,50-64 years,All,All,6.2,Crude Rate
COVID-NET,2024-25,202410,50-64 years,All,All,8.7,Crude Rate
COVID-NET,2024-25,202509,50-64 years,All,All,6.1,Crude Rate
COVID-NET,2024-25,202503,50-64 years,All,All,7,Crude Rate
COVID-NET,2024-25,202502,50-64 years,All,All,9.1,Crude Rate
COVID-NET,2024-25,202507,50-64 years,All,All,4.1,Crude Rate
COVID-NET,2024-25,202503,18-49 years,All,All,2.4,Crude Rate
COVID-NET,2024-25,202507,18-49 years,All,All,1.9,Crude Rate
COVID-NET,2024-25,202508,18-49 years,All,All,3.8,Crude Rate
COVID-NET,2024-25,202410,18-49 years,All,All,2.6,Crude Rate
COVID-NET,2024-25,202504,18-49 years,All,All,1.6,Crude Rate
COVID-NET,2024-25,202502,18-49 years,All,All,2.9,Crude Rate
COVID-NET,2024-25,202411,18-49 years,All,All,1.9,Crude Rate
COVID-NET,2024-25,202509,18-49 years,All,All,2.8,Crude Rate
COVID-NET,2024-25,202412,18-49 years,All,All,3.1,Crude Rate
COVID-NET,2024-25,202505,18-49 years,All,All,1.2,Crude Rate
COVID-NET,2024-25,202506,18-49 years,All,All,1.1,Crude Rate
COVID-NET,2024-25,202501,18-49 years,All,All,3.9,Crude Rate
COVID-NET,2024-25,202410,5-17 years,All,All,0.9,Crude Rate
COVID-NET,2024-25,202502,5-17 years,All,All,0.8,Crude Rate
COVID-NET,2024-25,202503,5-17 years,All,All,0.7,Crude Rate
COVID-NET,2024-25,202506,5-17 years,All,All,0.3,Crude Rate
COVID-NET,2024-25,202505,5-17 years,All,All,0.3,Crude Rate
COVID-NET,2024-25,202412,5-17 years,All,All,0.9,Crude Rate
COVID-NET,2024-25,202411,5-17 years,All,All,0.6,Crude Rate
COVID-NET,2024-25,202507,5-17 years,All,All,0.5,Crude Rate
COVID-NET,2024-25,202501,5-17 years,All,All,1.2,Crude Rate
COVID-NET,2024-25,202504,5-17 years,All,All,0.5,Crude Rate
COVID-NET,2024-25,202509,5-17 years,All,All,0.8,Crude Rate
COVID-NET,2024-25,202508,5-17 years,All,All,1.2,Crude Rate
COVID-NET,2024-25,202507,0-4 years,All,All,4.3,Crude Rate
COVID-NET,2024-25,202503,0-4 years,All,All,5.1,Crude Rate
COVID-NET,2024-25,202501,0-4 years,All,All,9,Crude Rate
COVID-NET,2024-25,202505,0-4 years,All,All,2.9,Crude Rate
COVID-NET,2024-25,202410,0-4 years,All,All,5.6,Crude Rate
COVID-NET,2024-25,202509,0-4 years,All,All,5.7,Crude Rate
COVID-NET,2024-25,202412,0-4 years,All,All,6.1,Crude Rate
COVID-NET,2024-25,202508,0-4 years,All,All,7.9,Crude Rate
COVID-NET,2024-25,202502,0-4 years,All,All,6.2,Crude Rate
COVID-NET,2024-25,202411,0-4 years,All,All,4.1,Crude Rate
COVID-NET,2024-25,202504,0-4 years,All,All,3.4,Crude Rate
COVID-NET,2024-25,202506,0-4 years,All,All,2,Crude Rate
Utah,2019-20,202003,All,All,All,4.5,Crude Rate
Utah,2019-20,202007,All,All,All,33.5,Crude Rate
Utah,2019-20,202004,All,All,All,15.8,Crude Rate
Utah,2019-20,202005,All,All,All,18.5,Crude Rate
Utah,2019-20,202006,All,All,All,26.7,Crude Rate
Utah,2019-20,202009,All,All,All,28.6,Crude Rate
Utah,2019-20,202008,All,All,All,21.5,Crude Rate
Utah,2019-20,202007,All,All,Hispanic,68.3,Crude Rate
Utah,2019-20,202004,All,All,Hispanic,35.7,Crude Rate
Utah,2019-20,202008,All,All,Hispanic,38,Crude Rate
Utah,2019-20,202009,All,All,Hispanic,46.6,Crude Rate
Utah,2019-20,202005,All,All,Hispanic,33,Crude Rate
Utah,2019-20,202003,All,All,Hispanic,6.8,Crude Rate
Utah,2019-20,202006,All,All,Hispanic,69.7,Crude Rate
Utah,2019-20,202004,All,All,"A/PI, non-Hispanic",14.3,Crude Rate
Utah,2019-20,202009,All,All,"A/PI, non-Hispanic",57,Crude Rate
Utah,2019-20,202007,All,All,"A/PI, non-Hispanic",93.3,Crude Rate
Utah,2019-20,202008,All,All,"A/PI, non-Hispanic",77.8,Crude Rate
Utah,2019-20,202003,All,All,"A/PI, non-Hispanic",6.5,Crude Rate
Utah,2019-20,202006,All,All,"A/PI, non-Hispanic",54.4,Crude Rate
Utah,2019-20,202005,All,All,"A/PI, non-Hispanic",38.9,Crude Rate
Utah,2019-20,202007,All,All,"AI/AN, non-Hispanic",33.7,Crude Rate
Utah,2019-20,202005,All,All,"AI/AN, non-Hispanic",44.9,Crude Rate
Utah,2019-20,202008,All,All,"AI/AN, non-Hispanic",33.7,Crude Rate
Utah,2019-20,202004,All,All,"AI/AN, non-Hispanic",22.4,Crude Rate
Utah,2019-20,202003,All,All,"AI/AN, non-Hispanic",0,Crude Rate
Utah,2019-20,202006,All,All,"AI/AN, non-Hispanic",33.7,Crude Rate
Utah,2019-20,202009,All,All,"AI/AN, non-Hispanic",123.4,Crude Rate
Utah,2019-20,202007,All,All,"Black, non-Hispanic",50.4,Crude Rate
Utah,2019-20,202005,All,All,"Black, non-Hispanic",50.4,Crude Rate
Utah,2019-20,202004,All,All,"Black, non-Hispanic",38.8,Crude Rate
Utah,2019-20,202006,All,All,"Black, non-Hispanic",19.4,Crude Rate
Utah,2019-20,202009,All,All,"Black, non-Hispanic",27.2,Crude Rate
Utah,2019-20,202003,All,All,"Black, non-Hispanic",0,Crude Rate
Utah,2019-20,202008,All,All,"Black, non-Hispanic",15.5,Crude Rate
Utah,2019-20,202003,All,All,"White, non-Hispanic",3.4,Crude Rate
Utah,2019-20,202006,All,All,"White, non-Hispanic",11,Crude Rate
Utah,2019-20,202007,All,All,"White, non-Hispanic",16.5,Crude Rate
Utah,2019-20,202004,All,All,"White, non-Hispanic",8.9,Crude Rate
Utah,2019-20,202008,All,All,"White, non-Hispanic",10.6,Crude Rate
Utah,2019-20,202009,All,All,"White, non-Hispanic",19.5,Crude Rate
Utah,2019-20,202005,All,All,"White, non-Hispanic",10.6,Crude Rate
Utah,2019-20,202007,All,Female,All,32.2,Crude Rate
Utah,2019-20,202003,All,Female,All,2.8,Crude Rate
Utah,2019-20,202008,All,Female,All,19.3,Crude Rate
Utah,2019-20,202009,All,Female,All,26.6,Crude Rate
Utah,2019-20,202006,All,Female,All,28.1,Crude Rate
Utah,2019-20,202004,All,Female,All,13.6,Crude Rate
Utah,2019-20,202005,All,Female,All,16.6,Crude Rate
Utah,2019-20,202005,All,Male,All,20.5,Crude Rate
Utah,2019-20,202008,All,Male,All,23.7,Crude Rate
Utah,2019-20,202004,All,Male,All,17.9,Crude Rate
Utah,2019-20,202003,All,Male,All,6.3,Crude Rate
Utah,2019-20,202006,All,Male,All,25.3,Crude Rate
Utah,2019-20,202007,All,Male,All,34.8,Crude Rate
Utah,2019-20,202009,All,Male,All,30.6,Crude Rate
Utah,2019-20,202008,≥18 years (Adults),All,All,28.3,Crude Rate
Utah,2019-20,202007,≥18 years (Adults),All,All,44.3,Crude Rate
Utah,2019-20,202004,≥18 years (Adults),All,All,21.2,Crude Rate
Utah,2019-20,202009,≥18 years (Adults),All,All,37.3,Crude Rate
Utah,2019-20,202003,≥18 years (Adults),All,All,6.2,Crude Rate
Utah,2019-20,202005,≥18 years (Adults),All,All,24.5,Crude Rate
Utah,2019-20,202006,≥18 years (Adults),All,All,35.7,Crude Rate
Utah,2019-20,202003,0-17 years (Children),All,All,0,Crude Rate
Utah,2019-20,202006,0-17 years (Children),All,All,1.3,Crude Rate
Utah,2019-20,202009,0-17 years (Children),All,All,3.9,Crude Rate
Utah,2019-20,202008,0-17 years (Children),All,All,2.6,Crude Rate
Utah,2019-20,202004,0-17 years (Children),All,All,0.7,Crude Rate
Utah,2019-20,202005,0-17 years (Children),All,All,1.6,Crude Rate
Utah,2019-20,202007,0-17 years (Children),All,All,3.3,Crude Rate
Utah,2019-20,202007,≥75 years,All,All,108.3,Crude Rate
Utah,2019-20,202003,≥75 years,All,All,19.3,Crude Rate
Utah,2019-20,202009,≥75 years,All,All,106.4,Crude Rate
Utah,2019-20,202004,≥75 years,All,All,42.6,Crude Rate
Utah,2019-20,202006,≥75 years,All,All,65.8,Crude Rate
Utah,2019-20,202005,≥75 years,All,All,69.6,Crude Rate
Utah,2019-20,202008,≥75 years,All,All,44.5,Crude Rate
Utah,2019-20,202003,1-4 years,All,All,0,Crude Rate
Utah,2019-20,202008,1-4 years,All,All,0,Crude Rate
Utah,2019-20,202005,1-4 years,All,All,0,Crude Rate
Utah,2019-20,202007,1-4 years,All,All,3.1,Crude Rate
Utah,2019-20,202009,1-4 years,All,All,0,Crude Rate
Utah,2019-20,202004,1-4 years,All,All,0,Crude Rate
Utah,2019-20,202006,1-4 years,All,All,0,Crude Rate
Utah,2019-20,202006,0-<1 year,All,All,6.2,Crude Rate
Utah,2019-20,202007,0-<1 year,All,All,6.2,Crude Rate
Utah,2019-20,202009,0-<1 year,All,All,18.7,Crude Rate
Utah,2019-20,202005,0-<1 year,All,All,6.2,Crude Rate
Utah,2019-20,202003,0-<1 year,All,All,0,Crude Rate
Utah,2019-20,202008,0-<1 year,All,All,6.2,Crude Rate
Utah,2019-20,202004,0-<1 year,All,All,0,Crude Rate
Utah,2019-20,202003,≥85 years,All,All,0,Crude Rate
Utah,2019-20,202005,≥85 years,All,All,115.6,Crude Rate
Utah,2019-20,202009,≥85 years,All,All,108.4,Crude Rate
Utah,2019-20,202007,≥85 years,All,All,137.3,Crude Rate
Utah,2019-20,202006,≥85 years,All,All,50.6,Crude Rate
Utah,2019-20,202004,≥85 years,All,All,65,Crude Rate
Utah,2019-20,202008,≥85 years,All,All,43.4,Crude Rate
Utah,2019-20,202003,75-84 years,All,All,26.4,Crude Rate
Utah,2019-20,202005,75-84 years,All,All,52.8,Crude Rate
Utah,2019-20,202007,75-84 years,All,All,97.8,Crude Rate
Utah,2019-20,202008,75-84 years,All,All,44.9,Crude Rate
Utah,2019-20,202006,75-84 years,All,All,71.3,Crude Rate
Utah,2019-20,202009,75-84 years,All,All,105.7,Crude Rate
Utah,2019-20,202004,75-84 years,All,All,34.3,Crude Rate
Utah,2019-20,202005,65-74 years,All,All,51.9,Crude Rate
Utah,2019-20,202003,65-74 years,All,All,9.7,Crude Rate
Utah,2019-20,202004,65-74 years,All,All,31.4,Crude Rate
Utah,2019-20,202008,65-74 years,All,All,45.9,Crude Rate
Utah,2019-20,202007,65-74 years,All,All,70,Crude Rate
Utah,2019-20,202009,65-74 years,All,All,71.2,Crude Rate
Utah,2019-20,202006,65-74 years,All,All,45.9,Crude Rate
Utah,2019-20,202006,40-49 years,All,All,38.3,Crude Rate
Utah,2019-20,202004,40-49 years,All,All,23.4,Crude Rate
Utah,2019-20,202007,40-49 years,All,All,40.9,Crude Rate
Utah,2019-20,202003,40-49 years,All,All,3.9,Crude Rate
Utah,2019-20,202008,40-49 years,All,All,19.5,Crude Rate
Utah,2019-20,202005,40-49 years,All,All,20.1,Crude Rate
Utah,2019-20,202009,40-49 years,All,All,27.3,Crude Rate
Utah,2019-20,202005,30-39 years,All,All,15.9,Crude Rate
Utah,2019-20,202006,30-39 years,All,All,21.4,Crude Rate
Utah,2019-20,202003,30-39 years,All,All,1.6,Crude Rate
Utah,2019-20,202008,30-39 years,All,All,13.7,Crude Rate
Utah,2019-20,202004,30-39 years,All,All,13.1,Crude Rate
Utah,2019-20,202009,30-39 years,All,All,23.6,Crude Rate
Utah,2019-20,202007,30-39 years,All,All,29.6,Crude Rate
Utah,2019-20,202007,18-29 years,All,All,20.3,Crude Rate
Utah,2019-20,202006,18-29 years,All,All,14.7,Crude Rate
Utah,2019-20,202003,18-29 years,All,All,1.9,Crude Rate
Utah,2019-20,202009,18-29 years,All,All,11.8,Crude Rate
Utah,2019-20,202004,18-29 years,All,All,6.6,Crude Rate
Utah,2019-20,202008,18-29 years,All,All,15.1,Crude Rate
Utah,2019-20,202005,18-29 years,All,All,7.1,Crude Rate
Utah,2019-20,202004,12-17 years,All,All,1.9,Crude Rate
Utah,2019-20,202009,12-17 years,All,All,7.6,Crude Rate
Utah,2019-20,202006,12-17 years,All,All,1.9,Crude Rate
Utah,2019-20,202003,12-17 years,All,All,0,Crude Rate
Utah,2019-20,202005,12-17 years,All,All,2.8,Crude Rate
Utah,2019-20,202007,12-17 years,All,All,6.6,Crude Rate
Utah,2019-20,202008,12-17 years,All,All,4.7,Crude Rate
Utah,2019-20,202007,5-11 years,All,All,0,Crude Rate
Utah,2019-20,202003,5-11 years,All,All,0,Crude Rate
Utah,2019-20,202009,5-11 years,All,All,0.8,Crude Rate
Utah,2019-20,202005,5-11 years,All,All,0.8,Crude Rate
Utah,2019-20,202004,5-11 years,All,All,0,Crude Rate
Utah,2019-20,202006,5-11 years,All,All,0.8,Crude Rate
Utah,2019-20,202008,5-11 years,All,All,1.7,Crude Rate
Utah,2019-20,202003,2-4 years,All,All,0,Crude Rate
Utah,2019-20,202008,2-4 years,All,All,0,Crude Rate
Utah,2019-20,202007,2-4 years,All,All,2,Crude Rate
Utah,2019-20,202009,2-4 years,All,All,0,Crude Rate
Utah,2019-20,202006,2-4 years,All,All,0,Crude Rate
Utah,2019-20,202005,2-4 years,All,All,0,Crude Rate
Utah,2019-20,202004,2-4 years,All,All,0,Crude Rate
Utah,2019-20,202005,1-<2 years,All,All,0,Crude Rate
Utah,2019-20,202004,1-<2 years,All,All,0,Crude Rate
Utah,2019-20,202003,1-<2 years,All,All,0,Crude Rate
Utah,2019-20,202007,1-<2 years,All,All,6.3,Crude Rate
Utah,2019-20,202009,1-<2 years,All,All,0,Crude Rate
Utah,2019-20,202006,1-<2 years,All,All,0,Crude Rate
Utah,2019-20,202008,1-<2 years,All,All,0,Crude Rate
Utah,2019-20,202005,6mo-<12 months,All,All,0,Crude Rate
Utah,2019-20,202009,6mo-<12 months,All,All,12.4,Crude Rate
Utah,2019-20,202004,6mo-<12 months,All,All,0,Crude Rate
Utah,2019-20,202003,6mo-<12 months,All,All,0,Crude Rate
Utah,2019-20,202006,6mo-<12 months,All,All,0,Crude Rate
Utah,2019-20,202008,6mo-<12 months,All,All,12.4,Crude Rate
Utah,2019-20,202007,6mo-<12 months,All,All,0,Crude Rate
Utah,2019-20,202004,0-<6 months,All,All,0,Crude Rate
Utah,2019-20,202009,0-<6 months,All,All,24.9,Crude Rate
Utah,2019-20,202007,0-<6 months,All,All,12.4,Crude Rate
Utah,2019-20,202006,0-<6 months,All,All,12.4,Crude Rate
Utah,2019-20,202008,0-<6 months,All,All,0,Crude Rate
Utah,2019-20,202003,0-<6 months,All,All,0,Crude Rate
Utah,2019-20,202005,0-<6 months,All,All,12.4,Crude Rate
Utah,2019-20,202004,≥65 years,All,All,35.7,Crude Rate
Utah,2019-20,202003,≥65 years,All,All,13.4,Crude Rate
Utah,2019-20,202005,≥65 years,All,All,58.7,Crude Rate
Utah,2019-20,202008,≥65 years,All,All,45.3,Crude Rate
Utah,2019-20,202009,≥65 years,All,All,84.7,Crude Rate
Utah,2019-20,202007,≥65 years,All,All,84.7,Crude Rate
Utah,2019-20,202006,≥65 years,All,All,53.5,Crude Rate
Utah,2019-20,202004,50-64 years,All,All,33.8,Crude Rate
Utah,2019-20,202006,50-64 years,All,All,59.7,Crude Rate
Utah,2019-20,202003,50-64 years,All,All,12.4,Crude Rate
Utah,2019-20,202005,50-64 years,All,All,32.1,Crude Rate
Utah,2019-20,202007,50-64 years,All,All,60.2,Crude Rate
Utah,2019-20,202009,50-64 years,All,All,54.6,Crude Rate
Utah,2019-20,202008,50-64 years,All,All,53.5,Crude Rate
Utah,2019-20,202007,18-49 years,All,All,29.2,Crude Rate
Utah,2019-20,202003,18-49 years,All,All,2.4,Crude Rate
Utah,2019-20,202008,18-49 years,All,All,15.9,Crude Rate
Utah,2019-20,202009,18-49 years,All,All,20.1,Crude Rate
Utah,2019-20,202006,18-49 years,All,All,23.5,Crude Rate
Utah,2019-20,202004,18-49 years,All,All,13.5,Crude Rate
Utah,2019-20,202005,18-49 years,All,All,13.7,Crude Rate
Utah,2019-20,202005,5-17 years,All,All,1.8,Crude Rate
Utah,2019-20,202009,5-17 years,All,All,4,Crude Rate
Utah,2019-20,202004,5-17 years,All,All,0.9,Crude Rate
Utah,2019-20,202003,5-17 years,All,All,0,Crude Rate
Utah,2019-20,202006,5-17 years,All,All,1.3,Crude Rate
Utah,2019-20,202008,5-17 years,All,All,3.1,Crude Rate
Utah,2019-20,202007,5-17 years,All,All,3.1,Crude Rate
Utah,2019-20,202004,0-4 years,All,All,0,Crude Rate
Utah,2019-20,202007,0-4 years,All,All,3.7,Crude Rate
Utah,2019-20,202006,0-4 years,All,All,1.2,Crude Rate
Utah,2019-20,202005,0-4 years,All,All,1.2,Crude Rate
Utah,2019-20,202008,0-4 years,All,All,1.2,Crude Rate
Utah,2019-20,202003,0-4 years,All,All,0,Crude Rate
Utah,2019-20,202009,0-4 years,All,All,3.7,Crude Rate
Tennessee,2019-20,202005,All,All,All,20.5,Crude Rate
Tennessee,2019-20,202004,All,All,All,21.7,Crude Rate
Tennessee,2019-20,202008,All,All,All,35.6,Crude Rate
Tennessee,2019-20,202006,All,All,All,28.2,Crude Rate
Tennessee,2019-20,202009,All,All,All,28.3,Crude Rate
Tennessee,2019-20,202007,All,All,All,54.3,Crude Rate
Tennessee,2019-20,202003,All,All,All,16.8,Crude Rate
Tennessee,2019-20,202004,All,All,Hispanic,58,Crude Rate
Tennessee,2019-20,202007,All,All,Hispanic,96.5,Crude Rate
Tennessee,2019-20,202005,All,All,Hispanic,77.6,Crude Rate
Tennessee,2019-20,202009,All,All,Hispanic,32.9,Crude Rate
Tennessee,2019-20,202003,All,All,Hispanic,10.5,Crude Rate
Tennessee,2019-20,202008,All,All,Hispanic,51,Crude Rate
Tennessee,2019-20,202006,All,All,Hispanic,107,Crude Rate
Tennessee,2019-20,202004,All,All,"A/PI, non-Hispanic",31.4,Crude Rate
Tennessee,2019-20,202005,All,All,"A/PI, non-Hispanic",18.9,Crude Rate
Tennessee,2019-20,202009,All,All,"A/PI, non-Hispanic",9.4,Crude Rate
Tennessee,2019-20,202003,All,All,"A/PI, non-Hispanic",11,Crude Rate
Tennessee,2019-20,202007,All,All,"A/PI, non-Hispanic",17.3,Crude Rate
Tennessee,2019-20,202006,All,All,"A/PI, non-Hispanic",15.7,Crude Rate
Tennessee,2019-20,202008,All,All,"A/PI, non-Hispanic",15.7,Crude Rate
Tennessee,2019-20,202008,All,All,"AI/AN, non-Hispanic",20,Crude Rate
Tennessee,2019-20,202003,All,All,"AI/AN, non-Hispanic",0,Crude Rate
Tennessee,2019-20,202004,All,All,"AI/AN, non-Hispanic",0,Crude Rate
Tennessee,2019-20,202007,All,All,"AI/AN, non-Hispanic",0,Crude Rate
Tennessee,2019-20,202006,All,All,"AI/AN, non-Hispanic",20,Crude Rate
Tennessee,2019-20,202005,All,All,"AI/AN, non-Hispanic",0,Crude Rate
Tennessee,2019-20,202009,All,All,"AI/AN, non-Hispanic",0,Crude Rate
Tennessee,2019-20,202003,All,All,"Black, non-Hispanic",26.2,Crude Rate
Tennessee,2019-20,202007,All,All,"Black, non-Hispanic",105,Crude Rate
Tennessee,2019-20,202006,All,All,"Black, non-Hispanic",46,Crude Rate
Tennessee,2019-20,202004,All,All,"Black, non-Hispanic",39.9,Crude Rate
Tennessee,2019-20,202005,All,All,"Black, non-Hispanic",33.9,Crude Rate
Tennessee,2019-20,202009,All,All,"Black, non-Hispanic",30.9,Crude Rate
Tennessee,2019-20,202008,All,All,"Black, non-Hispanic",51,Crude Rate
Tennessee,2019-20,202004,All,All,"White, non-Hispanic",11.9,Crude Rate
Tennessee,2019-20,202008,All,All,"White, non-Hispanic",29.2,Crude Rate
Tennessee,2019-20,202009,All,All,"White, non-Hispanic",27.1,Crude Rate
Tennessee,2019-20,202006,All,All,"White, non-Hispanic",14.1,Crude Rate
Tennessee,2019-20,202005,All,All,"White, non-Hispanic",10.2,Crude Rate
Tennessee,2019-20,202007,All,All,"White, non-Hispanic",38,Crude Rate
Tennessee,2019-20,202003,All,All,"White, non-Hispanic",15.3,Crude Rate
Tennessee,2019-20,202009,All,Female,All,29.2,Crude Rate
Tennessee,2019-20,202008,All,Female,All,32.7,Crude Rate
Tennessee,2019-20,202003,All,Female,All,17.2,Crude Rate
Tennessee,2019-20,202006,All,Female,All,27.1,Crude Rate
Tennessee,2019-20,202007,All,Female,All,55.7,Crude Rate
Tennessee,2019-20,202004,All,Female,All,18.6,Crude Rate
Tennessee,2019-20,202005,All,Female,All,17.9,Crude Rate
Tennessee,2019-20,202006,All,Male,All,29.4,Crude Rate
Tennessee,2019-20,202007,All,Male,All,52.8,Crude Rate
Tennessee,2019-20,202008,All,Male,All,38.8,Crude Rate
Tennessee,2019-20,202005,All,Male,All,23.3,Crude Rate
